KEY,FREQ,REF_AREA,ADJUSTMENT,BS_REP_SECTOR,BS_ITEM,MATURITY_ORIG,DATA_TYPE,COUNT_AREA,BS_COUNT_SECTOR,CURRENCY_TRANS,BS_SUFFIX,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK,OBS_COM,TIME_FORMAT,BREAKS,COLLECTION,COMPILING_ORG,DISS_ORG,DOM_SER_IDS,PUBL_ECB,PUBL_MU,PUBL_PUBLIC,UNIT_INDEX_BASE,COMPILATION,DECIMALS,NAT_TITLE,SOURCE_AGENCY,TITLE,TITLE_COMPL,UNIT,UNIT_MULT
BSI.M.DE.N.A.A20.A.1.U2.2250.Z01.E,M,DE,N,A,A20,A,1,U2,2250,Z01,E,2019-12,1758397,A,F,,,P1M,,E,,,,,,,,,2,,,"Loans to euro area households granted by MFIs excluding NCB, Stocks","Germany, Outstanding amounts at the end of the period (stocks), MFIs excluding ESCB reporting sector - Loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro, data Neither seasonally nor working day adjusted",EUR,6
BSI.M.DE.N.A.A20.A.1.U2.2250.Z01.E,M,DE,N,A,A20,A,1,U2,2250,Z01,E,2020-01,1761334,A,F,,,P1M,,E,,,,,,,,,2,,,"Loans to euro area households granted by MFIs excluding NCB, Stocks","Germany, Outstanding amounts at the end of the period (stocks), MFIs excluding ESCB reporting sector - Loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro, data Neither seasonally nor working day adjusted",EUR,6
BSI.M.DE.N.A.A20.A.1.U2.2250.Z01.E,M,DE,N,A,A20,A,1,U2,2250,Z01,E,2020-02,1768623,A,F,,,P1M,,E,,,,,,,,,2,,,"Loans to euro area households granted by MFIs excluding NCB, Stocks","Germany, Outstanding amounts at the end of the period (stocks), MFIs excluding ESCB reporting sector - Loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro, data Neither seasonally nor working day adjusted",EUR,6
BSI.M.DE.N.A.A20.A.1.U2.2250.Z01.E,M,DE,N,A,A20,A,1,U2,2250,Z01,E,2020-03,1774426,A,F,,,P1M,,E,,,,,,,,,2,,,"Loans to euro area households granted by MFIs excluding NCB, Stocks","Germany, Outstanding amounts at the end of the period (stocks), MFIs excluding ESCB reporting sector - Loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro, data Neither seasonally nor working day adjusted",EUR,6
BSI.M.DE.N.A.A20.A.1.U2.2250.Z01.E,M,DE,N,A,A20,A,1,U2,2250,Z01,E,2020-04,1778229,A,F,,,P1M,,E,,,,,,,,,2,,,"Loans to euro area households granted by MFIs excluding NCB, Stocks","Germany, Outstanding amounts at the end of the period (stocks), MFIs excluding ESCB reporting sector - Loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro, data Neither seasonally nor working day adjusted",EUR,6
BSI.M.DE.N.A.A20.A.1.U2.2250.Z01.E,M,DE,N,A,A20,A,1,U2,2250,Z01,E,2020-05,1785716,A,F,,,P1M,,E,,,,,,,,,2,,,"Loans to euro area households granted by MFIs excluding NCB, Stocks","Germany, Outstanding amounts at the end of the period (stocks), MFIs excluding ESCB reporting sector - Loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro, data Neither seasonally nor working day adjusted",EUR,6
BSI.M.DE.N.A.A20.A.1.U2.2250.Z01.E,M,DE,N,A,A20,A,1,U2,2250,Z01,E,2020-06,1790086,A,F,,,P1M,,E,,,,,,,,,2,,,"Loans to euro area households granted by MFIs excluding NCB, Stocks","Germany, Outstanding amounts at the end of the period (stocks), MFIs excluding ESCB reporting sector - Loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro, data Neither seasonally nor working day adjusted",EUR,6
BSI.M.DE.N.A.A20.A.1.U2.2250.Z01.E,M,DE,N,A,A20,A,1,U2,2250,Z01,E,2020-07,1799959,A,F,,,P1M,,E,,,,,,,,,2,,,"Loans to euro area households granted by MFIs excluding NCB, Stocks","Germany, Outstanding amounts at the end of the period (stocks), MFIs excluding ESCB reporting sector - Loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro, data Neither seasonally nor working day adjusted",EUR,6
BSI.M.DE.N.A.A20.A.1.U2.2250.Z01.E,M,DE,N,A,A20,A,1,U2,2250,Z01,E,2020-08,1803728,A,F,,,P1M,,E,,,,,,,,,2,,,"Loans to euro area households granted by MFIs excluding NCB, Stocks","Germany, Outstanding amounts at the end of the period (stocks), MFIs excluding ESCB reporting sector - Loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro, data Neither seasonally nor working day adjusted",EUR,6
BSI.M.DE.N.A.A20.A.1.U2.2250.Z01.E,M,DE,N,A,A20,A,1,U2,2250,Z01,E,2020-09,1818703,A,F,,,P1M,,E,,,,,,,,,2,,,"Loans to euro area households granted by MFIs excluding NCB, Stocks","Germany, Outstanding amounts at the end of the period (stocks), MFIs excluding ESCB reporting sector - Loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro, data Neither seasonally nor working day adjusted",EUR,6
BSI.M.DE.N.A.A20.A.1.U2.2250.Z01.E,M,DE,N,A,A20,A,1,U2,2250,Z01,E,2020-10,1827249,A,F,,,P1M,,E,,,,,,,,,2,,,"Loans to euro area households granted by MFIs excluding NCB, Stocks","Germany, Outstanding amounts at the end of the period (stocks), MFIs excluding ESCB reporting sector - Loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro, data Neither seasonally nor working day adjusted",EUR,6
BSI.M.DE.N.A.A20.A.1.U2.2250.Z01.E,M,DE,N,A,A20,A,1,U2,2250,Z01,E,2020-11,1834526,A,F,,,P1M,,E,,,,,,,,,2,,,"Loans to euro area households granted by MFIs excluding NCB, Stocks","Germany, Outstanding amounts at the end of the period (stocks), MFIs excluding ESCB reporting sector - Loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro, data Neither seasonally nor working day adjusted",EUR,6
BSI.M.DE.N.A.A20.A.1.U2.2250.Z01.E,M,DE,N,A,A20,A,1,U2,2250,Z01,E,2020-12,1841986,A,F,,,P1M,,E,,,,,,,,,2,,,"Loans to euro area households granted by MFIs excluding NCB, Stocks","Germany, Outstanding amounts at the end of the period (stocks), MFIs excluding ESCB reporting sector - Loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro, data Neither seasonally nor working day adjusted",EUR,6
BSI.M.DE.N.A.A20.A.1.U2.2250.Z01.E,M,DE,N,A,A20,A,1,U2,2250,Z01,E,2021-01,1842964,A,F,,,P1M,,E,,,,,,,,,2,,,"Loans to euro area households granted by MFIs excluding NCB, Stocks","Germany, Outstanding amounts at the end of the period (stocks), MFIs excluding ESCB reporting sector - Loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro, data Neither seasonally nor working day adjusted",EUR,6
BSI.M.DE.N.A.A20.A.1.U2.2250.Z01.E,M,DE,N,A,A20,A,1,U2,2250,Z01,E,2021-02,1848333,A,F,,,P1M,,E,,,,,,,,,2,,,"Loans to euro area households granted by MFIs excluding NCB, Stocks","Germany, Outstanding amounts at the end of the period (stocks), MFIs excluding ESCB reporting sector - Loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro, data Neither seasonally nor working day adjusted",EUR,6
BSI.M.DE.N.A.A20.A.1.U2.2250.Z01.E,M,DE,N,A,A20,A,1,U2,2250,Z01,E,2021-03,1857141,A,F,,,P1M,,E,,,,,,,,,2,,,"Loans to euro area households granted by MFIs excluding NCB, Stocks","Germany, Outstanding amounts at the end of the period (stocks), MFIs excluding ESCB reporting sector - Loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro, data Neither seasonally nor working day adjusted",EUR,6
BSI.M.DE.N.A.A20.A.1.U2.2250.Z01.E,M,DE,N,A,A20,A,1,U2,2250,Z01,E,2021-04,1865226,A,F,,,P1M,,E,,,,,,,,,2,,,"Loans to euro area households granted by MFIs excluding NCB, Stocks","Germany, Outstanding amounts at the end of the period (stocks), MFIs excluding ESCB reporting sector - Loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro, data Neither seasonally nor working day adjusted",EUR,6
BSI.M.DE.N.A.A20.A.1.U2.2250.Z01.E,M,DE,N,A,A20,A,1,U2,2250,Z01,E,2021-05,1873893,A,F,,,P1M,,E,,,,,,,,,2,,,"Loans to euro area households granted by MFIs excluding NCB, Stocks","Germany, Outstanding amounts at the end of the period (stocks), MFIs excluding ESCB reporting sector - Loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro, data Neither seasonally nor working day adjusted",EUR,6
BSI.M.DE.N.A.A20.A.1.U2.2250.Z01.E,M,DE,N,A,A20,A,1,U2,2250,Z01,E,2021-06,1884382,A,F,,,P1M,,E,,,,,,,,,2,,,"Loans to euro area households granted by MFIs excluding NCB, Stocks","Germany, Outstanding amounts at the end of the period (stocks), MFIs excluding ESCB reporting sector - Loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro, data Neither seasonally nor working day adjusted",EUR,6
BSI.M.DE.N.A.A20.A.1.U2.2250.Z01.E,M,DE,N,A,A20,A,1,U2,2250,Z01,E,2021-07,1895694,A,F,,,P1M,,E,,,,,,,,,2,,,"Loans to euro area households granted by MFIs excluding NCB, Stocks","Germany, Outstanding amounts at the end of the period (stocks), MFIs excluding ESCB reporting sector - Loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro, data Neither seasonally nor working day adjusted",EUR,6
BSI.M.DE.N.A.A20.A.1.U2.2250.Z01.E,M,DE,N,A,A20,A,1,U2,2250,Z01,E,2021-08,1905290,A,F,,,P1M,,E,,,,,,,,,2,,,"Loans to euro area households granted by MFIs excluding NCB, Stocks","Germany, Outstanding amounts at the end of the period (stocks), MFIs excluding ESCB reporting sector - Loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro, data Neither seasonally nor working day adjusted",EUR,6
BSI.M.DE.N.A.A20.A.1.U2.2250.Z01.E,M,DE,N,A,A20,A,1,U2,2250,Z01,E,2021-09,1913661,A,F,,,P1M,,E,,,,,,,,,2,,,"Loans to euro area households granted by MFIs excluding NCB, Stocks","Germany, Outstanding amounts at the end of the period (stocks), MFIs excluding ESCB reporting sector - Loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro, data Neither seasonally nor working day adjusted",EUR,6
BSI.M.DE.N.A.A20.A.1.U2.2250.Z01.E,M,DE,N,A,A20,A,1,U2,2250,Z01,E,2021-10,1923112,A,F,,,P1M,,E,,,,,,,,,2,,,"Loans to euro area households granted by MFIs excluding NCB, Stocks","Germany, Outstanding amounts at the end of the period (stocks), MFIs excluding ESCB reporting sector - Loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro, data Neither seasonally nor working day adjusted",EUR,6
BSI.M.DE.N.A.A20.A.1.U2.2250.Z01.E,M,DE,N,A,A20,A,1,U2,2250,Z01,E,2021-11,1931945,A,F,,,P1M,,E,,,,,,,,,2,,,"Loans to euro area households granted by MFIs excluding NCB, Stocks","Germany, Outstanding amounts at the end of the period (stocks), MFIs excluding ESCB reporting sector - Loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro, data Neither seasonally nor working day adjusted",EUR,6
BSI.M.DE.N.A.A20.A.1.U2.2250.Z01.E,M,DE,N,A,A20,A,1,U2,2250,Z01,E,2021-12,1938500,A,F,,,P1M,,E,,,,,,,,,2,,,"Loans to euro area households granted by MFIs excluding NCB, Stocks","Germany, Outstanding amounts at the end of the period (stocks), MFIs excluding ESCB reporting sector - Loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro, data Neither seasonally nor working day adjusted",EUR,6
BSI.M.DE.N.A.A20.A.1.U2.2250.Z01.E,M,DE,N,A,A20,A,1,U2,2250,Z01,E,2022-01,1941133,A,F,,,P1M,,E,,,,,,,,,2,,,"Loans to euro area households granted by MFIs excluding NCB, Stocks","Germany, Outstanding amounts at the end of the period (stocks), MFIs excluding ESCB reporting sector - Loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro, data Neither seasonally nor working day adjusted",EUR,6
BSI.M.DE.N.A.A20.A.1.U2.2250.Z01.E,M,DE,N,A,A20,A,1,U2,2250,Z01,E,2022-02,1948645,A,F,,,P1M,,E,,,,,,,,,2,,,"Loans to euro area households granted by MFIs excluding NCB, Stocks","Germany, Outstanding amounts at the end of the period (stocks), MFIs excluding ESCB reporting sector - Loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro, data Neither seasonally nor working day adjusted",EUR,6
BSI.M.DE.N.A.A20.A.1.U2.2250.Z01.E,M,DE,N,A,A20,A,1,U2,2250,Z01,E,2022-03,1959680,A,F,,,P1M,,E,,,,,,,,,2,,,"Loans to euro area households granted by MFIs excluding NCB, Stocks","Germany, Outstanding amounts at the end of the period (stocks), MFIs excluding ESCB reporting sector - Loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro, data Neither seasonally nor working day adjusted",EUR,6
BSI.M.DE.N.A.A20.A.1.U2.2250.Z01.E,M,DE,N,A,A20,A,1,U2,2250,Z01,E,2022-04,1968966,A,F,,,P1M,,E,,,,,,,,,2,,,"Loans to euro area households granted by MFIs excluding NCB, Stocks","Germany, Outstanding amounts at the end of the period (stocks), MFIs excluding ESCB reporting sector - Loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro, data Neither seasonally nor working day adjusted",EUR,6
BSI.M.DE.N.A.A20.A.1.U2.2250.Z01.E,M,DE,N,A,A20,A,1,U2,2250,Z01,E,2022-05,1978862,A,F,,,P1M,,E,,,,,,,,,2,,,"Loans to euro area households granted by MFIs excluding NCB, Stocks","Germany, Outstanding amounts at the end of the period (stocks), MFIs excluding ESCB reporting sector - Loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro, data Neither seasonally nor working day adjusted",EUR,6
BSI.M.DE.N.A.A20.A.1.U2.2250.Z01.E,M,DE,N,A,A20,A,1,U2,2250,Z01,E,2022-06,1987920,A,F,,,P1M,,E,,,,,,,,,2,,,"Loans to euro area households granted by MFIs excluding NCB, Stocks","Germany, Outstanding amounts at the end of the period (stocks), MFIs excluding ESCB reporting sector - Loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro, data Neither seasonally nor working day adjusted",EUR,6
BSI.M.DE.N.A.A20.A.1.U2.2250.Z01.E,M,DE,N,A,A20,A,1,U2,2250,Z01,E,2022-07,1999346,A,F,,,P1M,,E,,,,,,,,,2,,,"Loans to euro area households granted by MFIs excluding NCB, Stocks","Germany, Outstanding amounts at the end of the period (stocks), MFIs excluding ESCB reporting sector - Loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro, data Neither seasonally nor working day adjusted",EUR,6
BSI.M.DE.N.A.A20.A.1.U2.2250.Z01.E,M,DE,N,A,A20,A,1,U2,2250,Z01,E,2022-08,2007936,A,F,,,P1M,,E,,,,,,,,,2,,,"Loans to euro area households granted by MFIs excluding NCB, Stocks","Germany, Outstanding amounts at the end of the period (stocks), MFIs excluding ESCB reporting sector - Loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro, data Neither seasonally nor working day adjusted",EUR,6
BSI.M.DE.N.A.A20.A.1.U2.2250.Z01.E,M,DE,N,A,A20,A,1,U2,2250,Z01,E,2022-09,2015090,A,F,,,P1M,,E,,,,,,,,,2,,,"Loans to euro area households granted by MFIs excluding NCB, Stocks","Germany, Outstanding amounts at the end of the period (stocks), MFIs excluding ESCB reporting sector - Loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro, data Neither seasonally nor working day adjusted",EUR,6
BSI.M.DE.N.A.A20.A.1.U2.2250.Z01.E,M,DE,N,A,A20,A,1,U2,2250,Z01,E,2022-10,2019687,A,F,,,P1M,,E,,,,,,,,,2,,,"Loans to euro area households granted by MFIs excluding NCB, Stocks","Germany, Outstanding amounts at the end of the period (stocks), MFIs excluding ESCB reporting sector - Loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro, data Neither seasonally nor working day adjusted",EUR,6
BSI.M.DE.N.A.A20.A.1.U2.2250.Z01.E,M,DE,N,A,A20,A,1,U2,2250,Z01,E,2022-11,2023022,A,F,,,P1M,,E,,,,,,,,,2,,,"Loans to euro area households granted by MFIs excluding NCB, Stocks","Germany, Outstanding amounts at the end of the period (stocks), MFIs excluding ESCB reporting sector - Loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro, data Neither seasonally nor working day adjusted",EUR,6
BSI.M.DE.N.A.A20.A.1.U2.2250.Z01.E,M,DE,N,A,A20,A,1,U2,2250,Z01,E,2022-12,2024303,A,F,,,P1M,,E,,,,,,,,,2,,,"Loans to euro area households granted by MFIs excluding NCB, Stocks","Germany, Outstanding amounts at the end of the period (stocks), MFIs excluding ESCB reporting sector - Loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro, data Neither seasonally nor working day adjusted",EUR,6
BSI.M.DE.N.A.A20.A.1.U2.2250.Z01.E,M,DE,N,A,A20,A,1,U2,2250,Z01,E,2023-01,2022079,A,F,,,P1M,,E,,,,,,,,,2,,,"Loans to euro area households granted by MFIs excluding NCB, Stocks","Germany, Outstanding amounts at the end of the period (stocks), MFIs excluding ESCB reporting sector - Loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro, data Neither seasonally nor working day adjusted",EUR,6
BSI.M.DE.N.A.A20.A.1.U2.2250.Z01.E,M,DE,N,A,A20,A,1,U2,2250,Z01,E,2023-02,2024035,A,F,,,P1M,,E,,,,,,,,,2,,,"Loans to euro area households granted by MFIs excluding NCB, Stocks","Germany, Outstanding amounts at the end of the period (stocks), MFIs excluding ESCB reporting sector - Loans, Total maturity, All currencies combined - Euro area (changing composition) counterpart, Households and non-profit institutions serving households (S.14 and S.15) sector, denominated in Euro, data Neither seasonally nor working day adjusted",EUR,6
